"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Khalilabad,1,Tonnes,NR,Garlic,1200,1325,1250,Rs/Quintal
Kopaganj,16,Tonnes,NR,Garlic,1425,1525,1480,Rs/Quintal
Lakhimpur,10,Tonnes,NR,Desi,2150,2250,2200,Rs/Quintal
Lucknow,37,Tonnes,NR,Garlic,2100,2300,2200,Rs/Quintal
Maharajganj,1,Tonnes,NR,Garlic,1625,1640,1630,Rs/Quintal
Mehmoodabad,8.6,Tonnes,NR,Garlic,1040,1200,1120,Rs/Quintal
Mirzapur,4,Tonnes,NR,Desi,1720,1790,1760,Rs/Quintal
Muzzafarnagar,1,Tonnes,NR,Garlic,2040,2100,2065,Rs/Quintal
Naanpara,1,Tonnes,NR,Desi,1700,1800,1750,Rs/Quintal
Nagina,0.2,Tonnes,NR,Garlic,2100,2200,2150,Rs/Quintal
Partaval,1,Tonnes,NR,Garlic,1600,1650,1625,Rs/Quintal
Robertsganj,1.5,Tonnes,NR,Garlic,1800,1850,1825,Rs/Quintal
Saharanpur,4,Tonnes,NR,Garlic,1900,2200,2050,Rs/Quintal
Sahiyapur,1.5,Tonnes,NR,Garlic,1410,1530,1470,Rs/Quintal
Sandila,7,Tonnes,NR,Average,700,959,800,Rs/Quintal
Sehjanwa,1,Tonnes,NR,Garlic,2070,2140,2110,Rs/Quintal
Shahganj,2,Tonnes,NR,Garlic,1860,2000,1920,Rs/Quintal
Soharatgarh,1.2,Tonnes,NR,Garlic,1450,1500,1475,Rs/Quintal
Sultanpur,3.8,Tonnes,NR,Garlic,2170,2230,2200,Rs/Quintal
Tamkuhi Road,3.5,Tonnes,NR,Garlic,1700,1800,1750,Rs/Quintal
Unnao,0.5,Tonnes,NR,Desi,2175,2280,2225,Rs/Quintal
Vishalpur,1.5,Tonnes,NR,Desi,1800,1900,1850,Rs/Quintal
Yusufpur,7,Tonnes,NR,Average,1300,1400,1350,Rs/Quintal
Uttrakhand,,,,,,,,
Haldwani,0.4,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Roorkee,1,Tonnes,NR,Other,800,1500,1200,Rs/Quintal
West Bengal,,,,,,,,
Bara Bazar (Posta Bazar),32,Tonnes,NR,Garlic,1600,1700,1650,Rs/Quintal
,,,NR,Other,2200,2400,2300,Rs/Quintal
Ginger(Dry),,,,,,,,
Haryana,,,,,,,,
Ladwa,0.2,Tonnes,NR,Other,6000,7000,6200,Rs/Quintal
Naraingarh,2.76,Tonnes,NR,Other,2700,7000,3500,Rs/Quintal
Samalkha,0.16,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Shahabad,0.8,Tonnes,NR,Vegitable-fresh,6600,8000,7000,Rs/Quintal
Uklana,0.2,Tonnes,NR,Other,6500,6500,6500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,8000,9000,8500,Rs/Quintal
Dhanotu (Mandi),0.2,Tonnes,NR,Other,6000,8000,7000,Rs/Quintal
Kerala,,,,,,,,
Kattappana,0.1,Tonnes,NR,Dry,15000,15000,15000,Rs/Quintal
Moovattupuzha,0.5,Tonnes,NR,Dry,17800,18400,18150,Rs/Quintal
Perumbavoor,0.3,Tonnes,NR,Dry,15000,17000,16000,Rs/Quintal
Pulpally,1,Tonnes,NR,Other,2150,2350,2250,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur(F&V),0.3,Tonnes,NR,Hybrid,3200,7000,5000,Rs/Quintal
Haatpipliya,0.03,Tonnes,NR,Vegitable-fresh,2000,4000,3000,Rs/Quintal
Kukshi,0.18,Tonnes,NR,Dry,3000,3500,3200,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,1,Tonnes,NR,Other,3000,5400,4200,Rs/Quintal
Amrawati(Frui & Veg. Market),11,Tonnes,NR,Other,5000,5500,5250,Rs/Quintal
Chandrapur(Ganjwad),2,Tonnes,NR,Other,7400,7400,7400,Rs/Quintal
Jalgaon,3,Tonnes,NR,Other,2000,4600,3100,Rs/Quintal
Karad,1,Tonnes,NR,Other,5000,5500,5500,Rs/Quintal
Nagpur,106,Tonnes,NR,Other,2000,4000,3500,Rs/Quintal
Nasik,5,Tonnes,NR,Other,4500,7500,6200,Rs/Quintal
Pune,49,Tonnes,NR,Other,4000,5650,4500,Rs/Quintal
Pune(Khadiki),NR,Tonnes,NR,Other,2800,2800,2800,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,5000,5500,5200,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,7000,8000,7565,Rs/Quintal
Vai,1,Tonnes,NR,Other,5000,7000,6800,Rs/Quintal
Odisha,,,,,,,,
Angul,1.2,Tonnes,NR,Other,6000,8000,7000,Rs/Quintal
Angul(Jarapada),1.2,Tonnes,NR,Other,7000,9000,8000,Rs/Quintal
Bolangir,0.5,Tonnes,NR,Other,7800,8000,7800,Rs/Quintal
Dhenkanal,0.07,Tonnes,NR,Other,10000,12000,11000,Rs/Quintal
Mottagaon,0.09,Tonnes,NR,Other,10000,12000,11000,Rs/Quintal
Punjab,,,,,,,,
Batala,5,Tonnes,NR,Other,5500,6500,6000,Rs/Quintal
Firozepur City,0.2,Tonnes,NR,Other,8000,8500,8250,Rs/Quintal
Jalandhar City(Jalandhar),3.4,Tonnes,NR,Other,1800,3300,2500,Rs/Quintal
Kotkapura,150,Tonnes,NR,Vegitable-fresh,4000,5000,4500,Rs/Quintal
Kurali,0.2,Tonnes,NR,Other,5800,6000,5900,Rs/Quintal
Mukerian(Talwara),0.05,Tonnes,NR,Vegitable-fresh,850,10000,9500,Rs/Quintal
Nabha,12,Tonnes,NR,Other,5000,7500,6000,Rs/Quintal
Patti,2,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Phagwara,1.5,Tonnes,NR,Other,4000,4530,4265,Rs/Quintal
Raikot,1,Tonnes,NR,Other,6500,7300,7000,Rs/Quintal
Samana,0.98,Tonnes,NR,Vegitable-fresh,6500,7500,7000,Rs/Quintal
Sirhind,0.8,Tonnes,NR,Other,5800,6500,6000,Rs/Quintal
Tanda Urmur,0.3,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),4.8,Tonnes,NR,Other,2000,3000,2700,Rs/Quintal
Uttrakhand,,,,,,,,
Roorkee,2,Tonnes,NR,Other,1600,2500,1800,Rs/Quintal
West Bengal,,,,,,,,
Asansol,8.6,Tonnes,NR,Other,6400,6700,6600,Rs/Quintal
Bara Bazar (Posta Bazar),40,Tonnes,NR,Dry,6000,6500,6250,Rs/Quintal
Bolpur,7.5,Tonnes,NR,Big/Thick,6800,7000,6900,Rs/Quintal
Katwa,23,Tonnes,NR,Other,7600,7800,7700,Rs/Quintal
Mace,,,,,,,,
Kerala,,,,,,,,
Moovattupuzha,1.5,Tonnes,NR,Other,55500,56300,55850,Rs/Quintal
Methi Seeds,,,,,,,,
Gujarat,,,,,,,,
Jasdan,0.2,Tonnes,NR,Methiseeds,1750,2900,2400,Rs/Quintal
Patan,0.5,Tonnes,NR,Other,3130,3130,3130,Rs/Quintal
Rajkot,3,Tonnes,NR,Methiseeds,2500,3150,3000,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,6,Tonnes,NR,Methiseeds,5500,8000,6750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Agar,0.1,Tonnes,NR,Other,3230,3230,3230,Rs/Quintal
Badnagar,0.5,Tonnes,NR,Other,4200,4200,4200,Rs/Quintal
Daloda,0.9,Tonnes,NR,Methiseeds,3200,3600,3300,Rs/Quintal
Jaora,42.2,Tonnes,NR,Medium,3300,5451,3400,Rs/Quintal
Manasa,14,Tonnes,NR,Other,3476,3700,3588,Rs/Quintal
Mandsaur,60,Tonnes,NR,Other,3434,3951,3690,Rs/Quintal
Neemuch,81.9,Tonnes,NR,Methiseeds,2951,4280,3800,Rs/Quintal
Piplya,0.6,Tonnes,NR,Best,3461,3651,3540,Rs/Quintal
Ratlam,0.1,Tonnes,NR,Other,3610,3610,3610,Rs/Quintal
Rajasthan,,,,,,,,
Baran,0.4,Tonnes,NR,Other,3300,3300,3300,Rs/Quintal
Itawa,0.1,Tonnes,NR,Other,3391,3391,3391,Rs/Quintal
Jodhpur (Grain)(Mandor),1.6,Tonnes,NR,Other,3300,3400,3350,Rs/Quintal
Kota,17,Tonnes,NR,Other,3101,3445,3350,Rs/Quintal
Madanganj Kishanganj,20,Tonnes,NR,Other,3200,3600,3400,Rs/Quintal
Nimbahera,3.5,Tonnes,NR,Other,3180,3790,3650,Rs/Quintal
Ramaganj Mandi,1,Tonnes,NR,Other,3200,3600,3200,Rs/Quintal
Nutmeg,,,,,,,,
Kerala,,,,,,,,
Kattappana,0.9,Tonnes,NR,Other,25000,25000,25000,Rs/Quintal
Moovattupuzha,4,Tonnes,NR,Other,20250,20800,20550,Rs/Quintal
Thodupuzha,0.2,Tonnes,NR,Other,20000,22500,21000,Rs/Quintal
Pepper garbled,,,,,,,,
Kerala,,,,,,,,
Manjeswaram,3,Tonnes,NR,Other,32000,32500,32250,Rs/Quintal
Pepper ungarbled,,,,,,,,
Kerala,,,,,,,,
Kuttoor,0.9,Tonnes,NR,Other,35200,35800,35500,Rs/Quintal
Manjeri,0.5,Tonnes,NR,Other,33500,33600,33550,Rs/Quintal
Moovattupuzha,1,Tonnes,NR,Other,38500,39200,38850,Rs/Quintal
Vadakkenchery,0.14,Tonnes,NR,Other,33000,34000,33500,Rs/Quintal
Soanf,,,,,,,,
Gujarat,,,,,,,,
Patan,0.1,Tonnes,NR,Other,6560,6560,6560,Rs/Quintal
Unjha,75.18,Tonnes,NR,Soanf,6100,14300,6525,Rs/Quintal
Vadodara,0.82,Tonnes,NR,Other,10000,13000,13000,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,8,Tonnes,NR,Other,13000,16000,14500,Rs/Quintal
Turmeric,,,,,,,,
Kerala,,,,,,,,
Chala,3,Tonnes,NR,Other,11200,11200,11200,Rs/Quintal
Moovattupuzha,0.5,Tonnes,NR,Dry,8750,9200,9000,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,17,Tonnes,NR,Other,10000,16000,13500,Rs/Quintal
Odisha,,,,,,,,
Digapahandi,1.5,Tonnes,NR,Other,12500,13500,13000,Rs/Quintal
Tikabali,10,Tonnes,NR,Finger,5800,6000,5900,Rs/Quintal
West Bengal,,,,,,,,
Jangipur,48.5,Tonnes,NR,Finger,7050,7150,7100,Rs/Quintal
