<<<<<<< vb-demo-using-git
"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Himachal Pradesh,,,,,,,,
Bhuntar,0.4,Tonnes,NR,Other,3200,3400,3300,Rs/Quintal
Bilaspur,0.5,Tonnes,NR,Other,2500,3200,2900,Rs/Quintal
Chamba,0.19,Tonnes,NR,Other,2500,2700,2600,Rs/Quintal
Dhanotu (Mandi),0.5,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Hamirpur,0.3,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Hamirpur(Nadaun),0.18,Tonnes,NR,Other,2200,3000,2500,Rs/Quintal
Kangra,0.2,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kangra(Jaisinghpur),0.03,Tonnes,NR,Capsicum,3000,3000,3000,Rs/Quintal
Kangra(Jassour),1.2,Tonnes,NR,Other,2500,2600,2550,Rs/Quintal
Kullu,0.4,Tonnes,NR,Other,2500,3000,2700,Rs/Quintal
Mandi(Mandi),0.1,Tonnes,NR,Capsicum,2500,3500,3000,Rs/Quintal
Palampur,0.5,Tonnes,NR,Capsicum,3000,3500,3500,Rs/Quintal
Shimla,3.8,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Solan,0.03,Tonnes,NR,Capsicum,2500,2800,2600,Rs/Quintal
Solan(Nalagarh),0.4,Tonnes,NR,Other,2000,2500,2200,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,0.5,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Batote,0.4,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Narwal Jammu (F&V),7,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Samba,1.3,Tonnes,NR,Capsicum,1800,2200,2000,Rs/Quintal
Jharkhand,,,,,,,,
Lohardaga,NR,Tonnes,NR,Capsicum,2200,2600,2400,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",9,Tonnes,NR,Capsicum,1600,2200,1800,Rs/Quintal
Chickkaballapura,2,Tonnes,NR,Capsicum,2000,2400,2200,Rs/Quintal
Kolar,3,Tonnes,NR,Capsicum,2500,2700,2600,Rs/Quintal
Mysore (Bandipalya),9,Tonnes,NR,Capsicum,3000,3100,3050,Rs/Quintal
Kerala,,,,,,,,
Chala,3,Tonnes,NR,Capsicum,5800,5854,5823,Rs/Quintal
Chengannur,0.3,Tonnes,NR,Other,6500,7200,7000,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Kottakkal,0.6,Tonnes,NR,Other,4700,4800,4750,Rs/Quintal
Manjeri,2,Tonnes,NR,Other,4400,4500,4450,Rs/Quintal
Nedumkandam,0.1,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Palakkad,0.25,Tonnes,NR,Capsicum,5000,6000,5600,Rs/Quintal
Parassala,4,Tonnes,NR,Capsicum,3800,4000,3800,Rs/Quintal
Perinthalmanna,2.2,Tonnes,NR,Capsicum,4600,5400,5000,Rs/Quintal
Thrippunithura,0.2,Tonnes,NR,Capsicum,6000,9000,7000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Khandwa(F&V),0.2,Tonnes,NR,Capsicum,1000,1800,1600,Rs/Quintal
Kukshi,0.18,Tonnes,NR,Capsicum,1200,1600,1400,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,109.6,Tonnes,NR,Capsicum,1000,2000,1500,Rs/Quintal
Shahdara,11.41,Tonnes,NR,Capsicum,1000,1400,1200,Rs/Quintal
Odisha,,,,,,,,
Bolangir,1.2,Tonnes,NR,Other,2800,3000,2800,Rs/Quintal
Bonai,0.4,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Kendupatna,1,Tonnes,NR,Capsicum,4500,4500,4500,Rs/Quintal
Kendupatna(Niali),1,Tonnes,NR,Capsicum,5000,5000,5000,Rs/Quintal
Kuchinda,0.21,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Talcher,NR,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.2,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),30,Tonnes,NR,Capsicum,1000,1400,1200,Rs/Quintal
Banga,0.4,Tonnes,NR,Other,2000,2752,2000,Rs/Quintal
Banur (Kheragaju),0.1,Tonnes,NR,Capsicum,1800,2500,2000,Rs/Quintal
Barnala,0.4,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Bassi Pathana,0.2,Tonnes,NR,Capsicum,1500,1700,1600,Rs/Quintal
Batala,0.2,Tonnes,NR,Other,2000,2600,2400,Rs/Quintal
Chamkaur Sahib,0.2,Tonnes,NR,Other,2000,2020,2010,Rs/Quintal
Dasuya,0.3,Tonnes,NR,Other,1200,1500,1500,Rs/Quintal
Firozepur City,0.1,Tonnes,NR,Other,1500,2400,1950,Rs/Quintal
Ghanaur,0.02,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Kalanaur,0.1,Tonnes,NR,Capsicum,1800,2050,1950,Rs/Quintal
Kurali,0.2,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Malerkotla,2,Tonnes,NR,Capsicum,1650,2000,1800,Rs/Quintal
Mukerian,0.3,Tonnes,NR,Capsicum,1400,2200,1600,Rs/Quintal
Mukerian(Talwara),0.04,Tonnes,NR,Capsicum,1500,2500,1800,Rs/Quintal
Patran,0.05,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Patti,0.1,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Phagwara,1.6,Tonnes,NR,Other,1800,2300,2050,Rs/Quintal
Rajpura,1.2,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Sangrur,0.1,Tonnes,NR,Capsicum,2000,2000,2000,Rs/Quintal
Sirhind,0.6,Tonnes,NR,Other,1800,2100,2000,Rs/Quintal
Tanda Urmur,0.2,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,6.8,Tonnes,NR,Other,2000,2500,2300,Rs/Quintal
Jaipur(F&V),17.8,Tonnes,NR,Capsicum,900,1400,1150,Rs/Quintal
Jalore,100,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Sriganganagar(F&V),3,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,91.2,Tonnes,NR,Capsicum,1000,2500,2000,Rs/Quintal
Gudimalkapur,6.4,Tonnes,NR,Capsicum,1200,1800,1500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,11,Tonnes,NR,Capsicum,1250,1350,1300,Rs/Quintal
Barabanki,11,Tonnes,NR,Capsicum,1500,1650,1585,Rs/Quintal
Bareilly,19.5,Tonnes,NR,Capsicum,925,1050,1000,Rs/Quintal
Bijnaur,0.7,Tonnes,NR,Capsicum,1320,1430,1380,Rs/Quintal
Bilsi,0.5,Tonnes,NR,Capsicum,1300,1400,1350,Rs/Quintal
Faizabad,2.7,Tonnes,NR,Capsicum,2050,2200,2100,Rs/Quintal
Farukhabad,50,Tonnes,NR,Capsicum,1100,1250,1200,Rs/Quintal
Gorakhpur,22,Tonnes,NR,Capsicum,1400,1520,1450,Rs/Quintal
Jarar,0.5,Tonnes,NR,Capsicum,950,1050,1000,Rs/Quintal
Lakhimpur,4.5,Tonnes,NR,Capsicum,1800,1900,1850,Rs/Quintal
Mainpuri,3,Tonnes,NR,Capsicum,1300,1450,1400,Rs/Quintal
Noida,4,Tonnes,NR,Capsicum,875,1056,1023,Rs/Quintal
Paliakala,10,Tonnes,NR,Capsicum,1670,1780,1720,Rs/Quintal
Rampur,30,Tonnes,NR,Capsicum,860,950,910,Rs/Quintal
Tundla,1.2,Tonnes,NR,Capsicum,1560,1750,1610,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,15.7,Tonnes,NR,Capsicum,700,850,750,Rs/Quintal
West Bengal,,,,,,,,
Sealdah Koley Market,9.6,Tonnes,NR,Other,2800,3000,2800,Rs/Quintal
Carrot,,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,0.53,Tonnes,NR,Carrot,750,1250,1000,Rs/Quintal
Assam,,,,,,,,
Kharupetia,4,Tonnes,NR,Carrot,1000,1200,1100,Rs/Quintal
Pamohi(Garchuk),4,Tonnes,NR,Carrot,1000,1600,1400,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,35,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,233.4,Tonnes,NR,Other,500,1000,800,Rs/Quintal
Ankleshwar,1.81,Tonnes,NR,Carrot,775,1175,1000,Rs/Quintal
Bharuch,8.76,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Dahod(Veg. Market),2.15,Tonnes,NR,Carrot,800,1200,1000,Rs/Quintal
Nadiyad(Piplag),13.3,Tonnes,NR,Carrot,900,1000,950,Rs/Quintal
Padra,0.8,Tonnes,NR,Other,800,1000,900,Rs/Quintal
"Patan(Veg,Yard Patan)",153.5,Tonnes,NR,Other,400,800,600,Rs/Quintal
Surat,86,Tonnes,NR,Other,700,1000,850,Rs/Quintal
Talalagir,0.18,Tonnes,NR,Other,1250,1500,1350,Rs/Quintal
Vadhvan,1.8,Tonnes,NR,Carrot,800,1000,900,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,9,Tonnes,NR,Carrot,500,700,600,Rs/Quintal
Asandh,0.6,Tonnes,NR,Other,700,800,750,Rs/Quintal
Bapauli,0.22,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Barara,NR,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Barwala,10.5,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Barwala(Hisar),31,Tonnes,NR,Other,500,600,600,Rs/Quintal
Cheeka,2.7,Tonnes,NR,Other,500,500,500,Rs/Quintal
Chhachrauli,1,Tonnes,NR,Carrot,500,700,550,Rs/Quintal
Faridabad,15,Tonnes,NR,Other,500,700,600,Rs/Quintal
Ganaur,1,Tonnes,NR,Carrot,600,1000,800,Rs/Quintal
Gohana,1.8,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Hansi,31.6,Tonnes,NR,Other,580,600,590,Rs/Quintal
Hissar,19.5,Tonnes,NR,Other,300,600,500,Rs/Quintal
Iamailabad,0.03,Tonnes,NR,Other,550,1000,750,Rs/Quintal
Jagadhri,2.5,Tonnes,NR,Other,500,700,700,Rs/Quintal
Jakhal,0.2,Tonnes,NR,Other,800,800,800,Rs/Quintal
Jhajjar,8.8,Tonnes,NR,Other,500,700,700,Rs/Quintal
kalanwali,6,Tonnes,NR,Other,600,700,700,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,800,800,800,Rs/Quintal
Kunjpura,0.1,Tonnes,NR,Other,600,600,600,Rs/Quintal
Ladwa,1.8,Tonnes,NR,Carrot,600,700,600,Rs/Quintal
Meham,10,Tonnes,NR,Carrot,1000,1200,1100,Rs/Quintal
Mohindergarh,10.4,Tonnes,NR,Carrot,400,600,500,Rs/Quintal
Mullana,0.1,Tonnes,NR,Other,700,700,700,Rs/Quintal
Mustafabad,0.3,Tonnes,NR,Other,600,700,600,Rs/Quintal
Naraingarh,4.05,Tonnes,NR,Carrot,600,800,700,Rs/Quintal
Narnaul,5.2,Tonnes,NR,Other,400,800,800,Rs/Quintal
Narnaund,1.3,Tonnes,NR,Other,1100,1200,1200,Rs/Quintal
Pataudi,6.6,Tonnes,NR,Other,500,600,550,Rs/Quintal
Radaur,15,Tonnes,NR,Carrot,400,600,500,Rs/Quintal
Ratia,2,Tonnes,NR,Other,300,600,400,Rs/Quintal
Sadhaura,2.5,Tonnes,NR,Carrot,400,600,500,Rs/Quintal
Samalkha,1.1,Tonnes,NR,Carrot,800,1100,1000,Rs/Quintal
Shahabad,6.7,Tonnes,NR,Carrot,500,600,500,Rs/Quintal
Shahzadpur,0.45,Tonnes,NR,Carrot,700,800,800,Rs/Quintal
Sonepat,14.6,Tonnes,NR,Other,800,1200,800,Rs/Quintal
Thanesar,10,Tonnes,NR,Other,400,1000,600,Rs/Quintal
Uklana,2,Tonnes,NR,Carrot,500,600,600,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,1,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
Chamba,1.93,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Dhanotu (Mandi),2.4,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Hamirpur,1.08,Tonnes,NR,Other,1200,1300,1300,Rs/Quintal
Hamirpur(Nadaun),0.55,Tonnes,NR,Other,1200,1300,1300,Rs/Quintal
Kangra,0.8,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Kangra(Baijnath),1.4,Tonnes,NR,Carrot,1000,1500,1200,Rs/Quintal
Kangra(Jaisinghpur),0.5,Tonnes,NR,Carrot,1300,1400,1350,Rs/Quintal
Kangra(Jassour),3,Tonnes,NR,Other,900,1200,1050,Rs/Quintal
Kullu,0.5,Tonnes,NR,Other,1400,1800,1500,Rs/Quintal
Mandi(Takoli),0.2,Tonnes,NR,Carrot,1200,1400,1300,Rs/Quintal
Nahan,0.5,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Palampur,3.4,Tonnes,NR,Carrot,1200,1300,1250,Rs/Quintal
Santoshgarh,0.6,Tonnes,NR,Other,700,900,800,Rs/Quintal
Solan,0.7,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Solan(Nalagarh),0.8,Tonnes,NR,Other,900,1200,1100,Rs/Quintal
Una,3.5,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Batote,0.4,Tonnes,NR,Carrot,1000,1400,1200,Rs/Quintal
Narwal Jammu (F&V),36,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Samba,1.8,Tonnes,NR,Carrot,800,1200,1000,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,7,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Karnataka,,,,,,,,
Bagepalli,1,Tonnes,NR,Carrot,800,1200,1000,Rs/Quintal
"Binny Mill (F&V), Bangalore",19,Tonnes,NR,Carrot,2000,2600,2300,Rs/Quintal
Chamaraj Nagar,NR,Tonnes,NR,Carrot,800,1100,1000,Rs/Quintal
Chickkaballapura,17,Tonnes,NR,Carrot,1200,1600,1400,Rs/Quintal
Doddaballa Pur,NR,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Kolar,5,Tonnes,NR,Carrot,1500,2000,1700,Rs/Quintal
Mysore (Bandipalya),6,Tonnes,NR,Carrot,1500,2000,1800,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Carrot,2800,3200,3000,Rs/Quintal
Kerala,,,,,,,,
Aluva,6,Tonnes,NR,Carrot,2800,3800,3300,Rs/Quintal
Angamaly,0.4,Tonnes,NR,Carrot,3600,4000,3800,Rs/Quintal
Athirampuzha,0.4,Tonnes,NR,Carrot,3100,3300,3200,Rs/Quintal
Chala,3,Tonnes,NR,Other,4700,4750,4725,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,4000,4400,4200,Rs/Quintal
Chengannur,1.2,Tonnes,NR,Other,3400,3700,3500,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Carrot,2200,2700,2500,Rs/Quintal
Ettumanoor,2.6,Tonnes,NR,Carrot,3300,3500,3400,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Carrot,3300,3700,3500,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,3500,3700,3600,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,2900,3500,3200,Rs/Quintal
Kondotty,0.2,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Kottakkal,2,Tonnes,NR,Other,3300,3400,3350,Rs/Quintal
Kuruppanthura,2.5,Tonnes,NR,Carrot,3400,4200,3800,Rs/Quintal
Madhavapuram,2.5,Tonnes,NR,Other,4000,4400,4200,Rs/Quintal
Manjeri,3,Tonnes,NR,Other,3400,3500,3450,Rs/Quintal
Manjeswaram,6,Tonnes,NR,Carrot,5500,6000,5750,Rs/Quintal
Moovattupuzha,0.7,Tonnes,NR,Carrot,4000,4350,4150,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Carrot,3000,3400,3200,Rs/Quintal
Nedumkandam,0.3,Tonnes,NR,Other,3400,3400,3400,Rs/Quintal
Neeleswaram,0.8,Tonnes,NR,Other,4600,4800,4700,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Pala,1,Tonnes,NR,Carrot,3400,4000,3800,Rs/Quintal
Palakkad,2,Tonnes,NR,Carrot,3000,3500,3300,Rs/Quintal
Palayam,10,Tonnes,NR,Other,3100,3300,3200,Rs/Quintal
Parassala,3,Tonnes,NR,Carrot,4800,5000,4800,Rs/Quintal
Pattambi,0.5,Tonnes,NR,Carrot,3200,4000,3800,Rs/Quintal
Perumbavoor,6,Tonnes,NR,Carrot,2000,3000,2500,Rs/Quintal
Quilandy,0.4,Tonnes,NR,Other,3000,3300,3200,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Carrot,3000,3500,3400,Rs/Quintal
Thamarassery,0.4,Tonnes,NR,Other,3300,4000,3600,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,2600,2800,2800,Rs/Quintal
Thrippunithura,0.5,Tonnes,NR,Carrot,4000,5000,4400,Rs/Quintal
vadakarapathy,0.5,Tonnes,NR,Other,3300,3500,3400,Rs/Quintal
Vadakkenchery,0.24,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Madhya Pradesh,,,,,,,,
Dhar(F&V),20,Tonnes,NR,Carrot,600,950,800,Rs/Quintal
Khandwa(F&V),0.5,Tonnes,NR,Carrot,1000,1500,1320,Rs/Quintal
Lashkar(F&V),7.5,Tonnes,NR,Carrot,300,500,400,Rs/Quintal
Rajgarh,0.3,Tonnes,NR,Carrot,800,1000,900,Rs/Quintal
Sagar(F&V),0.5,Tonnes,NR,Other,600,800,700,Rs/Quintal
Shivpuri(F&V),0.3,Tonnes,NR,Other,800,800,800,Rs/Quintal
Syopurkalan(F&V),0.4,Tonnes,NR,Other,700,800,750,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,4,Tonnes,NR,Other,800,1600,1200,Rs/Quintal
Amrawati(Frui & Veg. Market),2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Aurangabad,16,Tonnes,NR,Other,800,900,850,Rs/Quintal
Chandrapur(Ganjwad),6,Tonnes,NR,Other,600,1500,900,Rs/Quintal
Jalgaon,2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Kamthi,1,Tonnes,NR,Other,600,1400,1100,Rs/Quintal
Karad,2,Tonnes,NR,Other,700,1200,1200,Rs/Quintal
Khed(Chakan),12,Tonnes,NR,Other,800,1600,1200,Rs/Quintal
Maanachar,3,Tonnes,NR,Other,600,800,725,Rs/Quintal
Mumbai,453,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Nagpur,23,Tonnes,NR,Other,900,1100,1050,Rs/Quintal
Nasik,23,Tonnes,NR,Other,800,2000,1500,Rs/Quintal
Palus,1,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Pandharpur,NR,Tonnes,NR,Other,1200,1800,1400,Rs/Quintal
Pune,100,Tonnes,NR,Other,700,1200,1000,Rs/Quintal
Pune(Khadiki),NR,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Rahata,1,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Satara,4,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Solapur,9,Tonnes,NR,Other,400,1500,1000,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,585,Tonnes,NR,Carrot,200,800,475,Rs/Quintal
Shahdara,108.64,Tonnes,NR,Carrot,600,800,700,Rs/Quintal
Odisha,,,,,,,,
Angul,2,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Angul(Jarapada),2.5,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Bolangir,1.2,Tonnes,NR,Other,2800,3000,2800,Rs/Quintal
Bonai,0.4,Tonnes,NR,Other,1000,2000,1000,Rs/Quintal
Jajpur,0.58,Tonnes,NR,Carrot,1000,1400,1200,Rs/Quintal
Keonjhar,0.3,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Nilagiri,4,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Punjab,,,,,,,,
Abohar,4.5,Tonnes,NR,Carrot,450,850,700,Rs/Quintal
Adampur,1.3,Tonnes,NR,Other,600,800,800,Rs/Quintal
Ajnala,0.3,Tonnes,NR,Carrot,700,900,800,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),50,Tonnes,NR,Carrot,400,600,500,Rs/Quintal
Balachaur,1.2,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Banga,5,Tonnes,NR,Other,650,828,800,Rs/Quintal
Banur,0.1,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Banur (Kheragaju),0.3,Tonnes,NR,Carrot,1000,1500,1200,Rs/Quintal
Bariwala,0.03,Tonnes,NR,Other,400,700,500,Rs/Quintal
Barnala,15.2,Tonnes,NR,Carrot,400,600,500,Rs/Quintal
Bassi Pathana,0.9,Tonnes,NR,Carrot,1000,1000,1000,Rs/Quintal
Batala,2.8,Tonnes,NR,Other,500,800,700,Rs/Quintal
Bhawanigarh,1.9,Tonnes,NR,Other,400,400,400,Rs/Quintal
Bhulath,0.13,Tonnes,NR,Carrot,900,1200,1100,Rs/Quintal
Bilga,0.09,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Budalada,1,Tonnes,NR,Other,600,750,700,Rs/Quintal
Chamkaur Sahib,1.4,Tonnes,NR,Other,500,520,510,Rs/Quintal
Chogawan,0.1,Tonnes,NR,Carrot,700,900,800,Rs/Quintal
Dasuya,1.5,Tonnes,NR,Other,700,1000,1000,Rs/Quintal
Dera Bassi,1,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Dharamkot,0.82,Tonnes,NR,Other,700,800,800,Rs/Quintal
Dhariwal,0.46,Tonnes,NR,Carrot,500,800,700,Rs/Quintal
Dinanagar,0.4,Tonnes,NR,Other,650,750,700,Rs/Quintal
Dudhansadhan,0.4,Tonnes,NR,Other,800,1000,900,Rs/Quintal
F.G.Churian,2.07,Tonnes,NR,Carrot,480,500,490,Rs/Quintal
Faridkot,7.81,Tonnes,NR,Carrot,550,700,600,Rs/Quintal
Fazilka,6.5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Fazilka (Ladhuka),0.03,Tonnes,NR,Other,700,700,700,Rs/Quintal
Ferozepur Cantt.,0.11,Tonnes,NR,Carrot,700,800,750,Rs/Quintal
Firozepur City,20,Tonnes,NR,Other,300,400,350,Rs/Quintal
Garh Shankar(Mahalpur),0.7,Tonnes,NR,Carrot,700,1000,800,Rs/Quintal
Gehri(Jandiala mandi),0.5,Tonnes,NR,Other,900,900,900,Rs/Quintal
Giddarbaha,0.8,Tonnes,NR,Carrot,1000,1200,1200,Rs/Quintal
Goniana,0.7,Tonnes,NR,Other,600,900,800,Rs/Quintal
Hoshiarpur(Sham Churasi),0.06,Tonnes,NR,Carrot,600,800,700,Rs/Quintal
Jagraon,4,Tonnes,NR,Other,500,700,600,Rs/Quintal
Jalalabad,1.5,Tonnes,NR,Other,500,600,550,Rs/Quintal
Jalandhar City(Jalandhar),66.6,Tonnes,NR,Other,100,600,400,Rs/Quintal
Kapurthala,3.8,Tonnes,NR,Carrot,700,800,800,Rs/Quintal
Khadur Sahib(Fetehabad),1.35,Tonnes,NR,Other,700,800,750,Rs/Quintal
Khanna,10.6,Tonnes,NR,Other,400,700,600,Rs/Quintal
Kharar,1,Tonnes,NR,Carrot,700,1000,900,Rs/Quintal
Kot ise Khan,2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Kurali,1.7,Tonnes,NR,Other,800,900,850,Rs/Quintal
Lalru,2.25,Tonnes,NR,Other,500,1000,800,Rs/Quintal
Lohian Khas,0.6,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Makhu,0.5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Malerkotla,21.5,Tonnes,NR,Carrot,750,900,800,Rs/Quintal
Malout,1.6,Tonnes,NR,Carrot,400,800,600,Rs/Quintal
Mansa,3.2,Tonnes,NR,Carrot,600,1200,800,Rs/Quintal
Mehatpur,0.09,Tonnes,NR,Other,600,700,700,Rs/Quintal
Morinda,7,Tonnes,NR,Other,600,750,680,Rs/Quintal
Muktsar,1,Tonnes,NR,Carrot,300,500,400,Rs/Quintal
Nawan Shahar(Mandi Aur),0.02,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.5,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Patiala,9.5,Tonnes,NR,Carrot,600,800,700,Rs/Quintal
Patran,2.1,Tonnes,NR,Other,500,700,600,Rs/Quintal
Patti,0.4,Tonnes,NR,Other,300,500,400,Rs/Quintal
Phagwara,19.2,Tonnes,NR,Other,600,900,750,Rs/Quintal
Raikot,2,Tonnes,NR,Other,800,900,850,Rs/Quintal
Raman,1.6,Tonnes,NR,Carrot,700,825,800,Rs/Quintal
Sahnewal,0.08,Tonnes,NR,Carrot,900,1000,1000,Rs/Quintal
Samana,1.29,Tonnes,NR,Carrot,450,575,500,Rs/Quintal
Samrala,1,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Sangrur,6.5,Tonnes,NR,Carrot,500,800,700,Rs/Quintal
Sirhind,8.8,Tonnes,NR,Other,500,1000,750,Rs/Quintal
Sultanpur,0.5,Tonnes,NR,Other,650,750,700,Rs/Quintal
Sunam,0.8,Tonnes,NR,Carrot,600,1000,800,Rs/Quintal
Talwandi Sabo,1.5,Tonnes,NR,Other,300,600,400,Rs/Quintal
Tarantaran,7,Tonnes,NR,Other,600,700,650,Rs/Quintal
Zira,2.3,Tonnes,NR,Carrot,500,700,600,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),60,Tonnes,NR,Other,500,900,750,Rs/Quintal
Alwar(FV),6.5,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Chittorgarh,4,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Chomu(F&V),15,Tonnes,NR,Other,400,1000,700,Rs/Quintal
Jaipur(F&V),2.6,Tonnes,NR,Carrot,300,600,450,Rs/Quintal
Jalore,2.3,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Sriganganagar(F&V),15,Tonnes,NR,Other,750,750,750,Rs/Quintal
Udaipur(F&V),29.3,Tonnes,NR,Other,400,800,600,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,140.2,Tonnes,NR,Carrot,400,1600,1200,Rs/Quintal
Gudimalkapur,13.8,Tonnes,NR,Carrot,500,1800,1100,Rs/Quintal
L B Nagar,2,Tonnes,NR,Carrot,1200,1200,1200,Rs/Quintal
Tripura,,,,,,,,
Bishalgarh,0.5,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Uttar Pradesh,,,,,,,,
