"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Naugarh,1.2,Tonnes,NR,Mousambi,2300,2350,2325,Rs/Quintal
Nawabganj,250,Tonnes,NR,Mousambi,2000,NR,2150,Rs/Quintal
Pilibhit,6,Tonnes,NR,Mousambi,2510,2550,2530,Rs/Quintal
Shahganj,1,Tonnes,NR,Mousambi,2650,2780,2700,Rs/Quintal
Shahjahanpur,3,Tonnes,NR,Mousambi,4300,4450,4420,Rs/Quintal
Sultanpur,3.8,Tonnes,NR,Mousambi,2600,2650,2630,Rs/Quintal
Unnao,0.3,Tonnes,NR,Mousambi,1650,1775,1725,Rs/Quintal
Uttrakhand,,,,,,,,
Kashipur,1.3,Tonnes,NR,Mousambi,1600,1800,1700,Rs/Quintal
Vikasnagar,0.6,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
West Bengal,,,,,,,,
Mechua,175.5,Tonnes,NR,Other,3800,4600,4200,Rs/Quintal
,,,NR,Other,3600,4300,4000,Rs/Quintal
,,,NR,Other,3300,4000,3700,Rs/Quintal
Orange,,,,,,,,
Chattisgarh,,,,,,,,
Durg,16,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Rajnandgaon,1,Tonnes,NR,Orange,4000,4000,4000,Rs/Quintal
Goa,,,,,,,,
Mapusa,11.9,Tonnes,NR,Orange,3000,3000,3000,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",2.9,Tonnes,NR,Other,6000,7600,6800,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,6000,7600,6800,Rs/Quintal
Bharuch,5.86,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Vadodara(Navapura),14,Tonnes,NR,Other,5000,7000,6000,Rs/Quintal
Haryana,,,,,,,,
Gohana,0.5,Tonnes,NR,Other,3500,4000,3500,Rs/Quintal
Gurgaon,8.3,Tonnes,NR,Other,2500,5000,3750,Rs/Quintal
Jhajjar,0.2,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Meham,0.2,Tonnes,NR,Orange,5000,5000,5000,Rs/Quintal
Sampla,0.2,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Shahabad,0.1,Tonnes,NR,Orange,4000,4000,4000,Rs/Quintal
Sonepat,0.4,Tonnes,NR,Other,3500,4000,3500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kangra,0.5,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Kangra(Jassour),1.5,Tonnes,NR,Other,1500,1800,1650,Rs/Quintal
Kullu,0.6,Tonnes,NR,Other,5500,6500,6000,Rs/Quintal
Palampur,0.1,Tonnes,NR,Other,6000,6500,6500,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Nagpuri,2500,2600,2550,Rs/Quintal
Batote,0.4,Tonnes,NR,Darjeeling,2400,2800,2600,Rs/Quintal
Samba,0.5,Tonnes,NR,Nagpuri,4500,5000,4750,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",114,Tonnes,NR,Orange,2600,3400,3000,Rs/Quintal
Kerala,,,,,,,,
Kondotty,0.2,Tonnes,NR,Other,4500,4700,4600,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Other,5300,5400,5350,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,3800,3900,3850,Rs/Quintal
Perinthalmanna,2.8,Tonnes,NR,Orange,4500,5100,4800,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,4000,4200,4200,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),6,Tonnes,NR,Other,2200,2800,2500,Rs/Quintal
Chandrapur(Ganjwad),4,Tonnes,NR,Other,1000,3500,2000,Rs/Quintal
Fruit Market,431,Tonnes,NR,Other,1500,3500,2500,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Karad,1,Tonnes,NR,Other,2000,2500,2500,Rs/Quintal
Nagpur,39,Tonnes,NR,Other,700,2400,1975,Rs/Quintal
Nasik,32,Tonnes,NR,Other,1000,3000,1700,Rs/Quintal
Pune,23,Tonnes,NR,Other,900,4500,2700,Rs/Quintal
Rahuri,1,Tonnes,NR,Other,300,4100,2650,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,153.9,Tonnes,NR,Other,1111,4444,2824,Rs/Quintal
Odisha,,,,,,,,
Bonai,0.2,Tonnes,NR,Other,6000,8000,8000,Rs/Quintal
,,,NR,Other,6000,8000,8000,Rs/Quintal
,,,NR,Other,6000,8000,8000,Rs/Quintal
Punjab,,,,,,,,
Abohar,0.1,Tonnes,NR,Orange,NR,NR,6000,Rs/Quintal
Barnala,0.2,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Jagraon,0.3,Tonnes,NR,Other,3800,4200,4000,Rs/Quintal
Jalandhar City(Jalandhar),1.3,Tonnes,NR,Other,2200,3800,3000,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,3000,4000,3600,Rs/Quintal
Sangrur,0.2,Tonnes,NR,Orange,4000,4000,4000,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,1.8,Tonnes,NR,Other,1900,2500,2200,Rs/Quintal
Jaipur(F&V),66.1,Tonnes,NR,Darjeeling,1500,3500,2500,Rs/Quintal
Sriganganagar(F&V),1,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Udaipur(F&V),0.9,Tonnes,NR,Other,500,2000,1250,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ballia,5,Tonnes,NR,Medium,2400,2500,2460,Rs/Quintal
Gorakhpur,35,Tonnes,NR,Orange,2200,2470,2320,Rs/Quintal
Lalitpur,1,Tonnes,NR,Orange,3400,3700,3565,Rs/Quintal
Ruperdeeha,4,Tonnes,NR,Orange,NR,3000,2800,Rs/Quintal
Unnao,0.8,Tonnes,NR,Orange,1600,1700,1650,Rs/Quintal
Uttrakhand,,,,,,,,
Haridwar Union,2.5,Tonnes,NR,Other,1050,1400,1200,Rs/Quintal
Rishikesh,8.6,Tonnes,NR,Other,1460,1580,1485,Rs/Quintal
Vikasnagar,2.8,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
West Bengal,,,,,,,,
Mechua,218.5,Tonnes,NR,Other,3800,4500,4300,Rs/Quintal
,,,NR,Other,3600,4200,4000,Rs/Quintal
,,,NR,Other,3300,4000,3700,Rs/Quintal
Siliguri,48,Tonnes,NR,Darjeeling,7000,9000,8000,Rs/Quintal
,,,NR,Darjeeling,6500,7500,7000,Rs/Quintal
,,,NR,Darjeeling,6000,7000,6500,Rs/Quintal
,,,NR,Nagpuri,6500,7500,7000,Rs/Quintal
,,,NR,Nagpuri,6000,7000,6500,Rs/Quintal
,,,NR,Nagpuri,5500,6500,6000,Rs/Quintal
Papaya,,,,,,,,
Goa,,,,,,,,
Mapusa,6,Tonnes,NR,Papaya,800,900,850,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",78,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Bharuch,9.86,Tonnes,NR,Other,500,700,600,Rs/Quintal
Gondal(Veg.market Gondal),1,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Vadodara(Navapura),25,Tonnes,NR,Other,2500,4500,3500,Rs/Quintal
Haryana,,,,,,,,
Pataudi,0.8,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Pehowa,0.2,Tonnes,NR,Other,600,600,600,Rs/Quintal
Shahabad,0.4,Tonnes,NR,Papaya,1700,1700,1700,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,3000,3200,3100,Rs/Quintal
Dhanotu (Mandi),0.3,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Kangra,0.1,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kangra(Baijnath),NR,Tonnes,NR,Other,2500,2700,2600,Rs/Quintal
Kangra(Jaisinghpur),0.05,Tonnes,NR,Other,2000,2200,2200,Rs/Quintal
Kullu,0.6,Tonnes,NR,Other,2500,2800,2700,Rs/Quintal
Palampur,0.2,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Paonta Sahib,0.3,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Solan,0.1,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Narwal Jammu (F&V),6,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",23,Tonnes,NR,Papaya,600,1400,1000,Rs/Quintal
Channapatana,1,Tonnes,NR,Papaya,800,1000,900,Rs/Quintal
Kerala,,,,,,,,
Koovapadi,0.4,Tonnes,NR,Papaya,1600,1800,1700,Rs/Quintal
,,,NR,Papaya,1300,1500,1400,Rs/Quintal
,,,NR,Papaya,1000,1200,1100,Rs/Quintal
Madhavapuram,2,Tonnes,NR,Other,800,1300,1200,Rs/Quintal
Perinthalmanna,2.5,Tonnes,NR,Papaya,2900,3500,3200,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),16,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Dhar(F&V),2,Tonnes,NR,Other,1200,1500,1300,Rs/Quintal
Indore(F&V),8,Tonnes,NR,Papaya,400,1000,600,Rs/Quintal
Ujjain(F&V),3,Tonnes,NR,Papaya,600,600,600,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,279.1,Tonnes,NR,Papaya,500,1100,767,Rs/Quintal
Punjab,,,,,,,,
Abohar,0.5,Tonnes,NR,Papaya,1450,2000,1675,Rs/Quintal
Bassi Pathana,0.1,Tonnes,NR,Papaya,2000,2500,2200,Rs/Quintal
Dasuya,0.4,Tonnes,NR,Other,1200,1500,1500,Rs/Quintal
,,,NR,Other,800,1000,1000,Rs/Quintal
Firozepur City,0.1,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Malerkotla,2.5,Tonnes,NR,Other,850,1000,900,Rs/Quintal
Nabha,6,Tonnes,NR,Other,500,500,500,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Patti,2,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Rajpura,1,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Zira,0.1,Tonnes,NR,Papaya,1300,1800,1500,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,0.8,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Jaipur(F&V),81.8,Tonnes,NR,Other,900,1200,1050,Rs/Quintal
Jalore,0.3,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Sriganganagar(F&V),7,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Udaipur(F&V),5,Tonnes,NR,Other,500,900,700,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,20,Tonnes,NR,Papaya,1100,1500,1200,Rs/Quintal
Aligarh,50,Tonnes,NR,Papaya,1100,1200,1150,Rs/Quintal
Bahraich,1.8,Tonnes,NR,Papaya,1820,2115,1925,Rs/Quintal
Barabanki,8,Tonnes,NR,Papaya,2000,2200,2100,Rs/Quintal
Bareilly,32,Tonnes,NR,Papaya,1725,1800,1760,Rs/Quintal
Bijnaur,1.5,Tonnes,NR,Papaya,1420,1520,1470,Rs/Quintal
Chaandpur,2,Tonnes,NR,Papaya,1000,1100,1050,Rs/Quintal
Dhanura,1.2,Tonnes,NR,Papaya,900,1000,900,Rs/Quintal
Faizabad,5.6,Tonnes,NR,Papaya,1900,2050,2000,Rs/Quintal
Farukhabad,3.5,Tonnes,NR,Papaya,1500,1650,1600,Rs/Quintal
Fatehabad,8,Tonnes,NR,Papaya,1200,1250,1220,Rs/Quintal
Firozabad,9,Tonnes,NR,Papaya,600,800,700,Rs/Quintal
Gangoh,0.2,Tonnes,NR,Papaya,2145,2170,2160,Rs/Quintal
Gorakhpur,37.5,Tonnes,NR,Papaya,2100,2210,2150,Rs/Quintal
Haathras,1.5,Tonnes,NR,Papaya,900,1100,1000,Rs/Quintal
Jarar,0.4,Tonnes,NR,Papaya,1100,1160,1130,Rs/Quintal
Jhijhank,3,Tonnes,NR,Other,900,950,925,Rs/Quintal
Kanpur(Grain),200,Tonnes,NR,Papaya,1450,1550,1500,Rs/Quintal
Khairagarh,1.5,Tonnes,NR,Papaya,2200,2300,2250,Rs/Quintal
Lakhimpur,6,Tonnes,NR,Papaya,1950,2050,2000,Rs/Quintal
Lalitpur,25,Tonnes,NR,Papaya,1000,1325,1250,Rs/Quintal
Lucknow,84,Tonnes,NR,Papaya,1400,1600,1500,Rs/Quintal
Mainpuri,2,Tonnes,NR,Papaya,1150,1300,1250,Rs/Quintal
Mathura,40,Tonnes,NR,Papaya,1300,1500,1400,Rs/Quintal
Mawana,1,Tonnes,NR,Papaya,1500,1700,1600,Rs/Quintal
Meerut,2,Tonnes,NR,Papaya,1025,1150,1090,Rs/Quintal
Muradabad,35,Tonnes,NR,Papaya,1100,1250,1200,Rs/Quintal
Muzzafarnagar,5.5,Tonnes,NR,Papaya,3270,3340,3300,Rs/Quintal
Nanuta,0.2,Tonnes,NR,Papaya,1500,1650,1600,Rs/Quintal
Pilibhit,8,Tonnes,NR,Other,1720,1760,1740,Rs/Quintal
Pukhrayan,8,Tonnes,NR,Papaya,1820,2020,1920,Rs/Quintal
Ruperdeeha,2,Tonnes,NR,Papaya,NR,1800,1700,Rs/Quintal
Unnao,0.4,Tonnes,NR,Papaya,2050,2150,2100,Rs/Quintal
Uttrakhand,,,,,,,,
Haridwar Union,25,Tonnes,NR,Other,950,1100,1000,Rs/Quintal
Rishikesh,6.7,Tonnes,NR,Other,910,1250,1150,Rs/Quintal
Vikasnagar,1.5,Tonnes,NR,Other,1200,1500,1200,Rs/Quintal
Pear(Marasebu),,,,,,,,
Maharashtra,,,,,,,,
Pune,1,Tonnes,NR,Other,5000,13500,8200,Rs/Quintal
Pineapple,,,,,,,,
Goa,,,,,,,,
Mapusa,4,Tonnes,NR,Pine Apple,1200,1300,1250,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",36,Tonnes,NR,Other,2800,3500,3200,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,2800,3500,3200,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kangra,0.1,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",28,Tonnes,NR,Pine Apple,800,2200,1600,Rs/Quintal
Kerala,,,,,,,,
Aluva,2,Tonnes,NR,Pine Apple,2800,3500,3200,Rs/Quintal
Angamaly,1,Tonnes,NR,Pine Apple,3000,3400,3200,Rs/Quintal
Athirampuzha,0.25,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Chala,3,Tonnes,NR,Other,3500,3555,3520,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,3000,3600,3300,Rs/Quintal
Koovapadi,5.63,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
,,,NR,Other,2050,2200,2100,Rs/Quintal
,,,NR,Other,1900,2000,1905,Rs/Quintal
Kottakkal,2,Tonnes,NR,Other,2300,2400,2350,Rs/Quintal
Kuruppanthura,5,Tonnes,NR,Pine Apple,1800,2600,2200,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,2900,3000,2950,Rs/Quintal
Moovattupuzha,55,Tonnes,NR,Pine Apple,2000,2350,2150,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Pine Apple,3200,3800,3500,Rs/Quintal
Perinthalmanna,2.1,Tonnes,NR,Pine Apple,3200,3800,3500,Rs/Quintal
Perumbavoor,8,Tonnes,NR,Pine Apple,2500,3500,3000,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Pine Apple,2300,2800,2500,Rs/Quintal
Thrippunithura,0.5,Tonnes,NR,Pine Apple,3500,4400,3900,Rs/Quintal
Vadakkenchery,0.27,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Maharashtra,,,,,,,,
Chandrapur(Ganjwad),6,Tonnes,NR,Other,40,60,50,Rs/Quintal
Fruit Market,283,Tonnes,NR,Other,800,2800,1800,Rs/Quintal
Pune,20,Tonnes,NR,Other,1000,2300,1400,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,71.1,Tonnes,NR,Pine Apple,1400,3200,2300,Rs/Quintal
Punjab,,,,,,,,
Jagraon,0.5,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Jalandhar City(Jalandhar),21,Tonnes,NR,Other,1600,1900,1800,Rs/Quintal
Malout,0.5,Tonnes,NR,Pine Apple,2800,4500,3500,Rs/Quintal
Sangrur,0.4,Tonnes,NR,Pine Apple,1800,2000,2000,Rs/Quintal
Sirhind,0.3,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Rajasthan,,,,,,,,
Jaipur(F&V),17.7,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Sriganganagar(F&V),1,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Udaipur(F&V),9,Tonnes,NR,Other,1200,2200,1700,Rs/Quintal
West Bengal,,,,,,,,
Siliguri,7,Tonnes,NR,Pine Apple,2000,2400,2200,Rs/Quintal
,,,NR,Pine Apple,1800,2200,2000,Rs/Quintal
,,,NR,Pine Apple,1600,2000,1800,Rs/Quintal
Pomegranate,,,,,,,,
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),13.14,Tonnes,NR,Other,4000,7000,5500,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",100.3,Tonnes,NR,Other,4500,6800,5700,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,4500,6800,5700,Rs/Quintal
Bharuch,5.86,Tonnes,NR,Other,1500,4000,3000,Rs/Quintal
Gondal(Veg.market Gondal),9.57,Tonnes,NR,Pomogranate,1000,3500,2250,Rs/Quintal
Vadodara(Navapura),10,Tonnes,NR,Other,6000,8000,7000,Rs/Quintal
Haryana,,,,,,,,
Asandh,0.1,Tonnes,NR,Other,4500,5000,4800,Rs/Quintal
Barara,NR,Tonnes,NR,Other,4000,5000,4000,Rs/Quintal
Barwala(Hisar),1,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Faridabad,6,Tonnes,NR,Other,3000,5000,4000,Rs/Quintal
Gurgaon,3.8,Tonnes,NR,Other,7000,10000,8500,Rs/Quintal
Hissar,4.4,Tonnes,NR,Other,4100,6000,5000,Rs/Quintal
Jagadhri,0.8,Tonnes,NR,Pomogranate,4500,7000,7000,Rs/Quintal
Jhajjar,0.9,Tonnes,NR,Other,3000,5000,5000,Rs/Quintal
Jind,2.5,Tonnes,NR,Other,3000,5000,4500,Rs/Quintal
Khanina,0.1,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Meham,2,Tonnes,NR,Pomogranate,5000,5000,5000,Rs/Quintal
Mohindergarh,1.6,Tonnes,NR,Pomogranate,4000,6000,5000,Rs/Quintal
Naraingarh,1.05,Tonnes,NR,Pomogranate,4500,8000,6000,Rs/Quintal
Narnaul,0.2,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Panipat,3.4,Tonnes,NR,Pomogranate,5000,9000,7200,Rs/Quintal
Pataudi,1.2,Tonnes,NR,Other,2000,3500,2750,Rs/Quintal
Ratia,0.3,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Shahabad,1.4,Tonnes,NR,Pomogranate,3500,4800,4000,Rs/Quintal
Shahzadpur,0.1,Tonnes,NR,Other,5000,5000,5000,Rs/Quintal
Sonepat,4.6,Tonnes,NR,Other,6000,7000,6000,Rs/Quintal
Thanesar,5,Tonnes,NR,Pomogranate,2000,4000,3000,Rs/Quintal
Uklana,0.3,Tonnes,NR,Pomogranate,4500,5000,5000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bilaspur,0.2,Tonnes,NR,Other,11000,12000,11500,Rs/Quintal
Dhanotu (Mandi),0.1,Tonnes,NR,Other,5000,7000,6000,Rs/Quintal
Kangra,0.7,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Kangra(Jaisinghpur),0.02,Tonnes,NR,Other,7000,7000,7000,Rs/Quintal
Kangra(Jassour),0.8,Tonnes,NR,Other,4500,5500,5000,Rs/Quintal
Palampur,0.2,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Paonta Sahib,0.15,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Solan,0.1,Tonnes,NR,Other,3500,5000,4500,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,4000,4500,4250,Rs/Quintal
Batote,0.3,Tonnes,NR,Other,8400,8800,8600,Rs/Quintal
Samba,1.4,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",137,Tonnes,NR,Pomogranate,7000,9000,8000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Ujjain(F&V),0.05,Tonnes,NR,Pomogranate,2500,3037,3037,Rs/Quintal
Maharashtra,,,,,,,,
Aatpadi,57,Tonnes,NR,Other,1000,6500,5000,Rs/Quintal
Amrawati(Frui & Veg. Market),11,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Aurangabad,4,Tonnes,NR,Other,600,4500,2550,Rs/Quintal
Chandrapur(Ganjwad),4,Tonnes,NR,Other,2500,5000,3800,Rs/Quintal
Fruit Market,159,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Karad,1,Tonnes,NR,Other,1750,2500,2500,Rs/Quintal
Nasik,42,Tonnes,NR,Other,700,5750,3375,Rs/Quintal
Pimpalgaon,2,Tonnes,NR,Other,300,4250,2500,Rs/Quintal
Pune(Hadapsar),NR,Tonnes,NR,Other,3000,4500,3500,Rs/Quintal
Rahata,15,Tonnes,NR,Other,250,6000,3000,Rs/Quintal
Rahuri,2,Tonnes,NR,Other,200,6000,3550,Rs/Quintal
Sangamner,5,Tonnes,NR,Other,400,4000,2400,Rs/Quintal
"Sangli(Phale, Bhajipura Market)",3,Tonnes,NR,Other,1200,4250,2500,Rs/Quintal
Sangola,229,Tonnes,NR,Other,700,4000,2300,Rs/Quintal
Solapur,70,Tonnes,NR,Other,1000,4500,2000,Rs/Quintal
Punjab,,,,,,,,
Barnala,1.1,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Bassi Pathana,0.2,Tonnes,NR,Pomogranate,5000,6000,5500,Rs/Quintal
Batala,0.5,Tonnes,NR,Other,3500,4500,4000,Rs/Quintal
Faridkot,0.18,Tonnes,NR,Pomogranate,5000,6200,5600,Rs/Quintal
Firozepur City,0.1,Tonnes,NR,Other,3000,6000,4500,Rs/Quintal
Malerkotla,1,Tonnes,NR,Other,2700,4000,3500,Rs/Quintal
Malout,0.8,Tonnes,NR,Pomogranate,4500,7000,6500,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.03,Tonnes,NR,Other,5000,7000,6500,Rs/Quintal
Sangrur,0.4,Tonnes,NR,Pomogranate,4500,5000,5000,Rs/Quintal
Sirhind,0.1,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Sunam,0.3,Tonnes,NR,Other,7000,9000,8000,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),1,Tonnes,NR,Other,5200,8200,6700,Rs/Quintal
Jaipur(F&V),74.9,Tonnes,NR,Other,3000,7000,5000,Rs/Quintal
Sriganganagar(F&V),5.5,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Udaipur(F&V),2.2,Tonnes,NR,Other,1500,3000,2250,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,12,Tonnes,NR,Pomogranate,3950,4050,4000,Rs/Quintal
Bahraich,8.7,Tonnes,NR,Pomogranate,3950,4750,4550,Rs/Quintal
Ballia,4,Tonnes,NR,Other,3860,4000,3920,Rs/Quintal
Bangarmau,1.2,Tonnes,NR,Pomogranate,4150,4250,4200,Rs/Quintal
Barabanki,2.2,Tonnes,NR,Pomogranate,5400,5500,5450,Rs/Quintal
Baraut,0.2,Tonnes,NR,Pomogranate,4200,4400,4300,Rs/Quintal
Bareilly,10,Tonnes,NR,Pomogranate,4025,4150,4100,Rs/Quintal
Bijnaur,1,Tonnes,NR,Pomogranate,3670,3800,3740,Rs/Quintal
Devariya,1,Tonnes,NR,Pomogranate,4000,4050,4020,Rs/Quintal
Faizabad,4.1,Tonnes,NR,Pomogranate,4200,4500,4300,Rs/Quintal
Farukhabad,5,Tonnes,NR,Pomogranate,4100,4300,4150,Rs/Quintal
Golagokarnath,2,Tonnes,NR,Pomogranate,4700,4900,4810,Rs/Quintal
Gorakhpur,64,Tonnes,NR,Pomogranate,4150,4450,4275,Rs/Quintal
Haathras,1.5,Tonnes,NR,Pomogranate,4800,5000,4900,Rs/Quintal
Jafarganj,0.6,Tonnes,NR,Pomogranate,3850,4000,3900,Rs/Quintal
Jaunpur,1,Tonnes,NR,Pomogranate,4100,4250,4200,Rs/Quintal
Jhansi,2.5,Tonnes,NR,Pomogranate,3200,3300,3250,Rs/Quintal
Kanpur(Grain),60,Tonnes,NR,Pomogranate,4600,4800,4700,Rs/Quintal
Khalilabad,1.5,Tonnes,NR,Pomogranate,2350,2650,2450,Rs/Quintal
Konch,2.5,Tonnes,NR,Pomogranate,2900,3200,3050,Rs/Quintal
Kopaganj,25,Tonnes,NR,Pomogranate,4500,4550,4525,Rs/Quintal
Lakhimpur,8,Tonnes,NR,Pomogranate,4500,4600,4550,Rs/Quintal
Lalitpur,12,Tonnes,NR,Pomogranate,4000,4256,4125,Rs/Quintal
Lucknow,67,Tonnes,NR,Pomogranate,4300,4500,4400,Rs/Quintal
Mainpuri,4,Tonnes,NR,Pomogranate,3500,3600,3550,Rs/Quintal
Mathura,25,Tonnes,NR,Pomogranate,4200,4600,4400,Rs/Quintal
Mugrabaadshahpur,3,Tonnes,NR,Other,5660,5700,5680,Rs/Quintal
Muradabad,20,Tonnes,NR,Pomogranate,3700,3850,3800,Rs/Quintal
Najibabad,3,Tonnes,NR,Pomogranate,3400,3600,3500,Rs/Quintal
Paliakala,1.4,Tonnes,NR,Pomogranate,4950,5000,4970,Rs/Quintal
Partaval,0.7,Tonnes,NR,Pomogranate,4750,4850,4800,Rs/Quintal
Pukhrayan,40,Tonnes,NR,Pomogranate,5070,5270,5170,Rs/Quintal
Puranpur,1.8,Tonnes,NR,Pomogranate,3980,4090,4030,Rs/Quintal
Raath,0.4,Tonnes,NR,Pomogranate,5700,6000,5850,Rs/Quintal
Rampur,35,Tonnes,NR,Pomogranate,3950,4050,4000,Rs/Quintal
Shahabad(New Mandi),2.4,Tonnes,NR,Pomogranate,6400,6500,6450,Rs/Quintal
Sultanpur,3.5,Tonnes,NR,Pomogranate,3800,3850,3820,Rs/Quintal
Unnao,0.5,Tonnes,NR,Pomogranate,4150,4250,4200,Rs/Quintal
Uttrakhand,,,,,,,,
